pid,amphoe,rai,year,dnorm
LAMPHUN,เมืองลำพูน,36141.99676864391,2024,เมืองลำพูน
LAMPHUN,เวียงหนองล่อง,2106.225396167133,2024,เวียงหนองล่อง
LAMPHUN,แม่ทา,48.64095132450456,2024,แม่ทา
LOPBURI,ชัยบาดาล,0.0,2024,ชัยบาดาล
LOPBURI,ท่าวุ้ง,51205.29610859064,2024,ท่าวุ้ง
LOPBURI,ท่าหลวง,0.0,2024,ท่าหลวง
LOPBURI,บ้านหมี่,13343.695211287197,2024,บ้านหมี่
LOPBURI,พัฒนานิคม,0.0,2024,พัฒนานิคม
LOPBURI,ลำสนธิ,0.0,2024,ลำสนธิ
LOPBURI,สระโบสถ์,0.0,2024,สระโบสถ์
LOPBURI,หนองม่วง,0.0,2024,หนองม่วง
LOPBURI,เมืองลพบุรี,54251.66336870853,2024,เมืองลพบุรี
LOPBURI,โคกสำโรง,2225.927133221864,2024,โคกสำโรง
LOPBURI,โคกเจริญ,0.0,2024,โคกเจริญ
NAKHONPATHOM,กำแพงแสน,23856.507976996527,2024,กำแพงแสน
NAKHONPATHOM,ดอนตูม,5810.212605679915,2024,ดอนตูม
NAKHONPATHOM,นครชัยศรี,0.0,2024,นครชัยศรี
NAKHONPATHOM,บางเลน,33648.28184931359,2024,บางเลน
NAKHONPATHOM,พุทธมณฑล,0.0,2024,พุทธมณฑล
NAKHONPATHOM,สามพราน,0.0,2024,สามพราน
NAKHONPATHOM,เมืองนครปฐม,0.0,2024,เมืองนครปฐม
NAKHONSAWAN,ชุมตาบง,0.0,2024,ชุมตาบง
NAKHONSAWAN,ชุมแสง,202561.5362603399,2024,ชุมแสง
NAKHONSAWAN,ตากฟ้า,0.0,2024,ตากฟ้า
NAKHONSAWAN,ตาคลี,13477.332358608495,2024,ตาคลี
NAKHONSAWAN,ท่าตะโก,91892.82960152168,2024,ท่าตะโก
NAKHONSAWAN,บรรพตพิสัย,548.0116335534445,2024,บรรพตพิสัย
NAKHONSAWAN,พยุหะคีรี,7110.8862954869965,2024,พยุหะคีรี
NAKHONSAWAN,ลาดยาว,0.0,2024,ลาดยาว
NAKHONSAWAN,หนองบัว,121.54867877275784,2024,หนองบัว
NAKHONSAWAN,เก้าเลี้ยว,25210.511406083635,2024,เก้าเลี้ยว
NAKHONSAWAN,เมืองนครสวรรค์,26644.56704028261,2024,เมืองนครสวรรค์
NAKHONSAWAN,แม่วงก์,0.0,2024,แม่วงก์
NAKHONSAWAN,แม่เปิน,0.0,2024,แม่เปิน
NAKHONSAWAN,โกรกพระ,26927.939929206997,2024,โกรกพระ
NAKHONSAWAN,ไพศาลี,0.0,2024,ไพศาลี
NONTHABURI,บางกรวย,0.0,2024,บางกรวย
NONTHABURI,บางบัวทอง,0.0,2024,บางบัวทอง
NONTHABURI,บางใหญ่,0.0,2024,บางใหญ่
NONTHABURI,ปากเกร็ด,0.0,2024,ปากเกร็ด
NONTHABURI,เมืองนนทบุรี,0.0,2024,เมืองนนทบุรี
NONTHABURI,ไทรน้อย,0.0,2024,ไทรน้อย
PATHUMTHANI,คลองหลวง,0.0,2024,คลองหลวง
PATHUMTHANI,ธัญบุรี,0.0,2024,ธัญบุรี
PATHUMTHANI,ลาดหลุมแก้ว,0.0,2024,ลาดหลุมแก้ว
PATHUMTHANI,ลำลูกกา,0.0,2024,ลำลูกกา
PATHUMTHANI,สามโคก,0.0,2024,สามโคก
PATHUMTHANI,หนองเสือ,0.0,2024,หนองเสือ
PATHUMTHANI,เมืองปทุมธานี,0.0,2024,เมืองปทุมธานี
PHETCHABUN,ชนแดน,0.0,2024,ชนแดน
PHETCHABUN,น้ำหนาว,0.0,2024,น้ำหนาว
PHETCHABUN,บึงสามพัน,11051.254256321963,2024,บึงสามพัน
PHETCHABUN,วังโป่ง,0.0,2024,วังโป่ง
PHETCHABUN,วิเชียรบุรี,5418.671719110758,2024,วิเชียรบุรี
PHETCHABUN,ศรีเทพ,0.0,2024,ศรีเทพ
PHETCHABUN,หนองไผ่,62570.279066962816,2024,หนองไผ่
PHETCHABUN,หล่มสัก,16906.130706057585,2024,หล่มสัก
PHETCHABUN,หล่มเก่า,290.63659267140486,2024,หล่มเก่า
PHETCHABUN,เขาค้อ,0.0,2024,เขาค้อ
PHETCHABUN,เมืองเพชรบูรณ์,32114.412606732625,2024,เมืองเพชรบูรณ์
PHICHIT,ดงเจริญ,0.0,2024,ดงเจริญ
PHICHIT,ตะพานหิน,43277.68945310562,2024,ตะพานหิน
PHICHIT,ทับคล้อ,0.0,2024,ทับคล้อ
PHICHIT,บางมูลนาก,76532.95214646256,2024,บางมูลนาก
PHICHIT,บึงนาราง,18792.421871031645,2024,บึงนาราง
PHICHIT,วชิรบารมี,15083.153570536651,2024,วชิรบารมี
PHICHIT,วังทรายพูน,5087.227688889134,2024,วังทรายพูน
PHICHIT,สากเหล็ก,11434.64030065427,2024,สากเหล็ก
PHICHIT,สามง่าม,71013.94944889826,2024,สามง่าม
PHICHIT,เมืองพิจิตร,70169.22651469347,2024,เมืองพิจิตร
PHICHIT,โพทะเล,97531.30490190204,2024,โพทะเล
PHICHIT,โพธิ์ประทับช้าง,53793.62927081247,2024,โพธิ์ประทับช้าง
PHITSANULOK,ชาติตระการ,0.0,2024,ชาติตระการ
PHITSANULOK,นครไทย,16234.188594389429,2024,นครไทย
PHITSANULOK,บางกระทุ่ม,47999.60050053863,2024,บางกระทุ่ม
PHITSANULOK,บางระกำ,170453.5866071552,2024,บางระกำ
PHITSANULOK,พรหมพิราม,160425.5641836758,2024,พรหมพิราม
PHITSANULOK,วังทอง,17326.5000831067,2024,วังทอง
PHITSANULOK,วัดโบสถ์,1701.4668034243016,2024,วัดโบสถ์
PHITSANULOK,เนินมะปราง,0.0,2024,เนินมะปราง
PHITSANULOK,เมืองพิษณุโลก,59556.78456570593,2024,เมืองพิษณุโลก
SARABURI,ดอนพุด,20779.13087553431,2024,ดอนพุด
SARABURI,บ้านหมอ,15539.72139314036,2024,บ้านหมอ
SARABURI,พระพุทธบาท,0.1835592365166562,2024,พระพุทธบาท
SARABURI,มวกเหล็ก,0.0,2024,มวกเหล็ก
SARABURI,วังม่วง,0.0,2024,วังม่วง
SARABURI,วิหารแดง,0.0,2024,วิหารแดง
SARABURI,หนองแค,0.0,2024,หนองแค
SARABURI,หนองแซง,0.0,2024,หนองแซง
SARABURI,หนองโดน,21745.861882806857,2024,หนองโดน
SARABURI,เฉลิมพระเกียรติ,0.0,2024,เฉลิมพระเกียรติ
SARABURI,เมืองสระบุรี,0.0,2024,เมืองสระบุรี
SARABURI,เสาไห้,0.0,2024,เสาไห้
SARABURI,แก่งคอย,0.0,2024,แก่งคอย
SINGBURI,ค่ายบางระจัน,2106.508685504841,2024,ค่ายบางระจัน
SINGBURI,ท่าช้าง,8622.058990624875,2024,ท่าช้าง
SINGBURI,บางระจัน,0.0,2024,บางระจัน
SINGBURI,พรหมบุรี,8687.667468752723,2024,พรหมบุรี
SINGBURI,อินทร์บุรี,18485.86211182827,2024,อินทร์บุรี
SINGBURI,เมืองสิงห์บุรี,1318.2764571149396,2024,เมืองสิงห์บุรี
SUKHOTHAI,กงไกรลาศ,189447.8097332596,2024,กงไกรลาศ
SUKHOTHAI,คีรีมาศ,38789.61889064426,2024,คีรีมาศ
SUKHOTHAI,ทุ่งเสลี่ยม,3272.171318929015,2024,ทุ่งเสลี่ยม
SUKHOTHAI,บ้านด่านลานหอย,0.0,2024,บ้านด่านลานหอย
SUKHOTHAI,ศรีนคร,790.008541867599,2024,ศรีนคร
SUKHOTHAI,ศรีสัชนาลัย,5359.738183013104,2024,ศรีสัชนาลัย
SUKHOTHAI,ศรีสำโรง,73793.70909661593,2024,ศรีสำโรง
SUKHOTHAI,สวรรคโลก,48990.92856243487,2024,สวรรคโลก
SUKHOTHAI,เมืองสุโขทัย,103170.95621913076,2024,เมืองสุโขทัย
SUPHANBURI,ดอนเจดีย์,9706.745616157532,2024,ดอนเจดีย์
SUPHANBURI,ด่านช้าง,0.0,2024,ด่านช้าง
SUPHANBURI,บางปลาม้า,180626.985302071,2024,บางปลาม้า
SUPHANBURI,ศรีประจันต์,13468.660347668168,2024,ศรีประจันต์
SUPHANBURI,สองพี่น้อง,117177.21450368536,2024,สองพี่น้อง
SUPHANBURI,สามชุก,21531.11740056756,2024,สามชุก
SUPHANBURI,หนองหญ้าไซ,0.0,2024,หนองหญ้าไซ
SUPHANBURI,อู่ทอง,64606.18181289134,2024,อู่ทอง
SUPHANBURI,เดิมบางนางบวช,19407.248670922825,2024,เดิมบางนางบวช
SUPHANBURI,เมืองสุพรรณบุรี,89896.51122703601,2024,เมืองสุพรรณบุรี
TAK,ท่าสองยาง,0.0,2024,ท่าสองยาง
TAK,บ้านตาก,12303.033447456302,2024,บ้านตาก
TAK,พบพระ,1080.457277624126,2024,พบพระ
TAK,วังเจ้า,925.535213293879,2024,วังเจ้า
TAK,สามเงา,38843.91481271614,2024,สามเงา
TAK,อุ้มผาง,0.0,2024,อุ้มผาง
TAK,เมืองตาก,946.25867683682,2024,เมืองตาก
TAK,แม่ระมาด,3603.553730334228,2024,แม่ระมาด
TAK,แม่สอด,9735.130625467156,2024,แม่สอด
UTHAITHANI,ทัพทัน,0.0,2024,ทัพทัน
UTHAITHANI,บ้านไร่,0.0,2024,บ้านไร่
UTHAITHANI,ลานสัก,0.0,2024,ลานสัก
UTHAITHANI,สว่างอารมณ์,0.0,2024,สว่างอารมณ์
UTHAITHANI,หนองขาหย่าง,1090.9779975943668,2024,หนองขาหย่าง
UTHAITHANI,หนองฉาง,0.0,2024,หนองฉาง
UTHAITHANI,ห้วยคต,0.0,2024,ห้วยคต
UTHAITHANI,เมืองอุทัยธานี,7137.602359375994,2024,เมืองอุทัยธานี
UTTARADIT,ตรอน,0.0,2024,ตรอน
UTTARADIT,ทองแสนขัน,0.0,2024,ทองแสนขัน
UTTARADIT,ท่าปลา,0.0,2024,ท่าปลา
UTTARADIT,น้ำปาด,2351.3625906902416,2024,น้ำปาด
UTTARADIT,บ้านโคก,0.0,2024,บ้านโคก
UTTARADIT,พิชัย,28452.535375009185,2024,พิชัย
UTTARADIT,ฟากท่า,877.3423489420777,2024,ฟากท่า
UTTARADIT,ลับแล,0.0,2024,ลับแล
UTTARADIT,เมืองอุตรดิตถ์,0.0,2024,เมืองอุตรดิตถ์
